price,rooms,address
"$1,128 - 3,333",1-3 Beds,"1802 Ennis Joslin Rd, Corpus Christi, TX 78412"
"$886 - 1,487",1-3 Beds,"1825 Airline Rd, Corpus Christi, TX 78412"
"$740 - 1,840",1-2 Beds,"9350 S Padre I..., Corpus Christi, TX 78418"
"$981 - 3,922",1-3 Beds,"7221 S Staples St, Corpus Christi, TX 78413"
"$1,064 - 1,764",1-3 Beds,"5430 Saratoga Blvd, Corpus Christi, TX 78413"
"$753 - 1,439",1-2 Beds,"6635 S Staples St, Corpus Christi, TX 78413"
"$650 - 1,859",Studio - 3 Beds,"4848 Alameda St, Corpus Christi, TX 78412"
"$650 - 1,055",1-2 Beds,"4101 Brett St, Corpus Christi, TX 78411"
$700 - 900,Studio,"817 N Carancahua St, Corpus Christi, TX 78401"
"$480 - 1,350",2-3 Beds,"10342 River Run Blvd, Corpus Christi, TX 78410"
"$398 - 1,184",1-3 Beds,"901 S Navigation Blvd, Corpus Christi, TX 78405"
"$900 - 2,275",Studio - 3 Beds,"317 Peoples St, Corpus Christi, TX 78401"
"$1,449 - 1,599",1-2 Beds,"5401 Burnham Dr, Corpus Christi, TX 78413"
"$949 - 1,249",1-2 Beds,"1634 14th St, Corpus Christi, TX 78404"
"$893 - 1,980",Studio - 3 Beds,"523 Airline Rd, Corpus Christi, TX 78412"
$725 - 925,1-2 Beds,"1750 Merriman Ave, Corpus Christi, TX 78412"
"$900 - 1,400",1-3 Beds,"5929 Wooldridge Rd, Corpus Christi, TX 78414"
"$825 - 1,335",1-2 Beds,"3102 Santa Fe St, Corpus Christi, TX 78404"
"$771 - 1,640",1-3 Beds,"1234 Nile Dr, Corpus Christi, TX 78412"
$725 - 895,1-3 Beds,"5623 Carroll Ln, Corpus Christi, TX 78415"
"$1,052 - 1,754",1-3 Beds,"2701 Sunray Cir, Corpus Christi, TX 78409"
$899 /mo,"2 Beds, 1 Bath","6433 Staples St, Corpus Christi, TX 78413"
"$1,399 /mo","3 Beds, 2 Baths","1515 Ennis Joslin Rd, Corpus Christi, TX 78412"
"$3,600 /mo","3 Beds, 2 Baths","6701 Everhart Rd, Corpus Christi, TX 78413"
"$1,199 /mo","3 Beds, 1 Bath","3720 Brookside Dr, Corpus Christi, TX 78410"
"$1,299 /mo","3 Beds, 1 Bath","3333 S Alameda St, Corpus Christi, TX 78411"
"$1,149 /mo","2 Beds, 1 Bath","11325 IH 37, Corpus Christi, TX 78410"
"$3,350/mo","4 Beds, 3.5 Baths","2802 Cimarron Blvd, Corpus Christi, TX 78414"
"$1,650 /mo","3 Beds, 1 Bath","502 S Tancahua St, Corpus Christi, TX 78401"
"$1,700 /mo","1 Bed, 1 Bath","802 Barry St, Corpus Christi, TX 78411"
"$1,621/mo","1 Bed, 1 Bath","1901 Rodd Field Rd, Corpus Christi, TX 78412"
"$1,800 /mo","4 Beds, 2 Baths","5445 S Alameda St, Corpus Christi, TX 78412"
"$2,100/mo","3 Beds, 3 Baths","Corpus Christi, TX 78418"
"$1,700 /mo","1 Bed, 1 Bath","Corpus Christi, TX 78412"
$899 /mo,"3 Beds, 1 Bath","Corpus Christi, TX 78414"
"$733 - 1,103",1-2 Beds,"6433 Staples St, Corpus Christi, TX 78413"
"$700 - 1,400",Studio - 3 Beds,"1515 Ennis Joslin Rd, Corpus Christi, TX 78412"
"$736 - 1,381",1-2 Beds,"6701 Everhart Rd, Corpus Christi, TX 78413"
"$712 - 1,285",1-3 Beds,"3720 Brookside Dr, Corpus Christi, TX 78410"
"$699 - 1,249",1-3 Beds,"3333 S Alameda St, Corpus Christi, TX 78411"
"$849 - 1,449",1-3 Beds,"11325 IH 37, Corpus Christi, TX 78410"
$649 - 949,1-2 Beds,"2802 Cimarron Blvd, Corpus Christi, TX 78414"
$783 - 929,1-2 Beds,"502 S Tancahua St, Corpus Christi, TX 78401"
"$849 - 1,399",1-2 Beds,"802 Barry St, Corpus Christi, TX 78411"
"$703 - 1,200",1-3 Beds,"1901 Rodd Field Rd, Corpus Christi, TX 78412"
"$699 - 1,699",Studio - 3 Beds,"5445 S Alameda St, Corpus Christi, TX 78412"
"$2,350",3 Beds,"Corpus Christi, TX 78418"
"$1,940",2 Beds,"Corpus Christi, TX 78412"
"$1,980",2 Beds,"Corpus Christi, TX 78414"
