price,rooms,address
"$2,550/mo","2 Beds, 1 Bath",Condo for Rent
"$3,400/mo","2 Beds, 1 Bath","552 N Bellflower Blvd, Long Beach, CA 90814"
"$3,200/mo","1 Bed, 1 Bath",Condo for Rent
"$2,950/mo","3 Beds, 2 Baths","4731 N Pearce Ave, Long Beach, CA 90808"
"$4,200/mo","2 Beds, 2 Baths",House for Rent
"$3,850/mo","2 Beds, 2 Baths","1242 E 7th St, Long Beach, CA 90813"
"$2,300/mo","2 Beds, 1 Bath",Apartment for Rent
"$2,500/mo","1 Bed, 1 Bath","1331 E 7th St, Long Beach, CA 90813"
"$4,250/mo","2 Beds, 2 Baths",Condo for Rent
"$2,800/mo","1 Bed, 1 Bath","812 E Carson St, Long Beach, CA 90807"
"$2,900/mo","Studio, 1 Bath",Apartment for Rent
"$1,600/mo","Studio, 1 Bath","1121 Obispo Ave, Long Beach, CA 90804"
"$4,000/mo","2 Beds, 2 Baths",Condo for Rent
"$7,500 /mo","3 Beds, 4 Baths","61 W Louise St, Long Beach, CA 90805"
"$2,200/mo","1 Bed, 1 Bath",Townhouse for Rent
"$4,550 /mo","3 Beds, 2 Baths","5667 2nd St, Long Beach, CA 90803"
"$3,475 /mo","3 Beds, 2 Baths",Townhouse for Rent
"$2,150/mo","1 Bed, 1 Bath","850 E Ocean Blvd, Long Beach, CA 90802"
"$3,200 /mo","2 Beds, 1 Bath",Condo for Rent
"$2,400 /mo","1 Bed, 1 Bath","4880 Pacific Ave, Long Beach, CA 90805"
"$3,200 /mo","3 Beds, 1 Bath",Townhouse for Rent
"$2,500/mo","Studio, 1 Bath","400 W Ocean Blvd, Long Beach, CA 90802"
"$5,250/mo","3 Beds, 2 Baths",Condo for Rent
"$4,500/mo","3 Beds, 2 Baths","525 E Seaside Way, Long Beach, CA 90802"
"$3,800/mo","2 Beds, 2 Baths",Condo for Rent
"$12,000/mo","3 Beds, 3 Baths","2723 E 8th St, Long Beach, CA 90804"
"$3,500/mo","1 Bed, 1 Bath",Townhouse for Rent
"$1,300 /mo","Studio, 1 Bath","314 E Norton St, Long Beach, CA 90805"
"$2,700/mo","2 Beds, 2 Baths",House for Rent
"$1,950/mo","1 Bed, 1 Bath","2033 E 3rd St, Long Beach, CA 90814"
"$1,775/mo","2 Beds, 1 Bath",Condo for Rent
"$3,525/mo","2 Beds, 1 Bath","262 Corona Ave, Long Beach, CA 90803"
"$2,300/mo","2 Beds, 1 Bath",Apartment for Rent
"$2,400 /mo","Studio, 1 Bath","1218 Long Beach Blvd, Long Beach, CA 90813"
"$4,750/mo","3 Beds, 3 Baths",Apartment for Rent
"$2,200/mo","1 Bed, 1 Bath","122 Roycroft Ave, Long Beach, CA 90803"
"$2,000/mo","1 Bed, 1 Bath",Townhouse for Rent
"$2,250/mo","1 Bed, 1 Bath","4700 Clair Del Ave, Long Beach, CA 90807"
"$2,500/mo","1 Bed, 1 Bath",Condo for Rent
"$2,600/mo","1 Bed, 1 Bath","3733 California Ave, Long Beach, CA 90807"
"$2,400/mo","1 Bed, 1 Bath",House for Rent
"$3,900/mo","2 Beds, 2 Baths","1616 E Ocean Blvd, Long Beach, CA 90802"
"$4,807/mo","2 Beds, 2 Baths",Condo for Rent
"$3,922/mo","2 Beds, 2 Baths","1166 E Ocean Blvd, Long Beach, CA 90802"
"$4,000/mo","2 Beds, 2 Baths",Condo for Rent
"$2,700/mo","1 Bed, 1 Bath","126 W Plymouth St, Long Beach, CA 90805"
"$3,700/mo","2 Beds, 2 Baths",Townhouse for Rent
"$3,700/mo","2 Beds, 2 Baths","3724 Weston Pl, Long Beach, CA 90807"
"$2,195/mo","2 Beds, 2 Baths",Townhouse for Rent
"$3,615/mo","2 Beds, 2 Baths","2601 E Ocean Blvd, Long Beach, CA 90803"
"$3,878/mo","2 Beds, 2 Baths",Condo for Rent
"$4,190/mo","2 Beds, 2 Baths","1141 E Broadway, Long Beach, CA 90802"
"$3,469/mo","1 Bed, 1 Bath",Townhouse for Rent
"$10,000 /mo","5 Beds, 4 Baths","1140 Pacific Ave, Long Beach, CA 90813"
"$5,900 /mo","2 Beds, 2 Baths",Condo for Rent
"$6,000/mo","1 Bed, 1 Bath","388 E Ocean Blvd, Long Beach, CA 90802"
"$1,995 /mo","Studio, 1 Bath",Condo for Rent
"$5,300 /mo","3 Beds, 2 Baths","333 E Broadway, Long Beach, CA 90802"
"$2,400/mo","Studio, 1 Bath",Condo for Rent
"$2,295/mo","1 Bed, 1 Bath","333 W Broadway, Long Beach, CA 90802"
"$2,800 /mo","1 Bed, 1 Bath",Condo for Rent
"$4,550 /mo","3 Beds, 2 Baths","6316 Marina Pacifica Dr N, Long Beach, CA 90803"
"$3,200/mo","3 Beds, 1 Bath",Condo for Rent
"$1,800/mo","1 Bed, 1 Bath","1141 E Broadway, Long Beach, CA 90802"
"$5,500/mo","1 Bed, 1 Bath",Townhouse for Rent
"$4,600/mo","2 Beds, 2 Baths","1141 E Broadway, Long Beach, CA 90802"
"$7,500 /mo","5 Beds, 4 Baths",Townhouse for Rent
"$3,350 /mo","3 Beds, 2 Baths","1242 E 7th St, Long Beach, CA 90813"
"$2,200/mo","2 Beds, 1 Bath",House for Rent
"$1,999/mo","1 Bed, 1 Bath","430 Almond Ave, Long Beach, CA 90802"
"$2,900/mo","Studio, 1 Bath",Townhouse for Rent
"$4,300/mo","3 Beds, 2 Baths","1252 E Broadway, Long Beach, CA 90802"
"$2,800/mo","2 Beds, 2 Baths",Apartment for Rent
"$2,800/mo","2 Beds, 2 Baths","7217 Marina Pacifica Dr S, Long Beach, CA 90803"
"$1,850/mo","Studio, 1 Bath",Condo for Rent
"$4,600 /mo","3 Beds, 2 Baths","1500 E Ocean Blvd, Long Beach, CA 90802"
"$3,500/mo","2 Beds, 2 Baths",Condo for Rent
"$4,950 /mo","3 Beds, 1.5 Baths","1242 E 4th St, Long Beach, CA 90802"
"$10,000/mo","3 Beds, 3 Baths",Condo for Rent
"$2,350/mo","2 Beds, 1 Bath","2805 E 3rd St, Long Beach, CA 90814"
"$1,700/mo","1 Bed, 1 Bath",Condo for Rent
"$2,100/mo","1 Bed, 1 Bath","455 E Ocean Blvd, Long Beach, CA 90802"
"$2,200/mo","1 Bed, 1 Bath",Condo for Rent
"$1,850/mo","1 Bed, 1 Bath","3440 Gaviota Ave, Long Beach, CA 90807"
"$2,600/mo","3 Beds, 1 Bath",House for Rent
"$14,000 /mo","3 Beds, 4 Baths","3901 E Livingston Dr, Long Beach, CA 90803"
"$3,990/mo","1 Bed, 1 Bath",Condo for Rent
"$2,195/mo","1 Bed, 1 Bath","149 Argonne Ave, Long Beach, CA 90803"
"$4,900 /mo","4 Beds, 3 Baths",House for Rent
"$3,200 /mo","3 Beds, 2 Baths","333 E Broadway, Long Beach, CA 90802"
"$3,550/mo","3 Beds, 2 Baths",Condo for Rent
"$4,100/mo","2 Beds, 2 Baths","1923 E 6th St, Long Beach, CA 90802"
"$4,650/mo","2 Beds, 2 Baths",Townhouse for Rent
"$3,300/mo","2 Beds, 1 Bath","1745 E 3rd St, Long Beach, CA 90802"
"$3,350/mo","2 Beds, 1 Bath",Townhouse for Rent
"$2,950/mo","1 Bed, 1 Bath","838 E Carson St, Long Beach, CA 90807"
"$3,700/mo","2 Beds, 2 Baths",Apartment for Rent
"$3,500 /mo","2 Beds, 2 Baths","848 E Carson St, Long Beach, CA 90807"
"$1,750/mo","Studio, 1 Bath",Apartment for Rent
"$2,050/mo","1 Bed, 1 Bath","1420 Chestnut Ave, Long Beach, CA 90813"
"$3,475 /mo","3 Beds, 1.5 Baths",Townhouse for Rent
"$3,200/mo","2 Beds, 1.5 Baths","643 E Broadway, Long Beach, CA 90802"
"$2,195/mo","1 Bed, 1 Bath",Apartment for Rent
"$1,850/mo","Studio, 1 Bath","6915 E Seaside Walk, Long Beach, CA 90803"
"$2,300/mo","2 Beds, 1 Bath",House for Rent
"$2,600/mo","2 Beds, 2 Baths","201 Bay Shore Ave, Long Beach, CA 90803"
"$2,850/mo","2 Beds, 1 Bath",Condo for Rent
"$2,650/mo","2 Beds, 2 Baths","5101 Anaheim E St, Long Beach, CA 90804"
"$4,200/mo","3 Beds, 2 Baths",Apartment for Rent
"$2,200/mo","2 Beds, 1 Bath","164 Ximeno Ave, Long Beach, CA 90803"
"$3,500/mo","3 Beds, 1 Bath",Apartment for Rent
"$2,075/mo","1 Bed, 1 Bath","362 Redondo Ave, Long Beach, CA 90814"
"$1,925/mo","2 Beds, 1 Bath",Apartment for Rent
"$1,350 - 1,650/mo","Studio - 1 Bed, 1 Bath","3501 Fashion Ave, Long Beach, CA 90810"
"$1,635/mo","Studio, 1 Bath",Apartment for Rent
"$2,285/mo","1 Bed, 1 Bath","25 Esperanza Ave, Long Beach, CA 90802"
"$1,750/mo","1 Bed, 1 Bath",Apartment for Rent
"$2,600/mo","2 Beds, 2 Baths","1100 Lime Ave, Long Beach, CA 90813"
"$2,600/mo","2 Beds, 1 Bath",Apartment for Rent
"$3,199/mo","1 Bed, 1 Bath","947 E Broadway, Long Beach, CA 90802"
"$3,995 /mo","2 Beds, 2 Baths",Apartment for Rent
"$1,750/mo","1 Bed, 1 Bath","1634 E 5th St, Long Beach, CA 90802"
"$5,000/mo","2 Beds, 2 Baths",Apartment for Rent
"$4,750 /mo","3 Beds, 1.5 Baths","134 Bonito Ave, Long Beach, CA 90802"
"$2,150/mo","1 Bed, 1 Bath",Apartment for Rent
"$2,300/mo","2 Beds, 1 Bath","2112 Earl Ave, Long Beach, CA 90806"
"$2,150/mo","2 Beds, 2 Baths",Apartment for Rent
"$2,335/mo","2 Beds, 1 Bath","5585 E Pacific Coast Hwy, Long Beach, CA 90804"
"$2,200/mo","1 Bed, 1 Bath",Condo for Rent
"$1,860/mo","1 Bed, 1 Bath","821 Chestnut Ave, Long Beach, CA 90813"
"$5,495 /mo","3 Beds, 2.5 Baths",Apartment for Rent
"$2,800 /mo","1 Bed, 1 Bath","100 Atlantic Ave, Long Beach, CA 90802"
"$2,400 /mo","1 Bed, 1 Bath",Condo for Rent
"$3,500/mo","2 Beds, 2 Baths","152 Prospect Ave, Long Beach, CA 90803"
"$2,300/mo","1 Bed, 1 Bath",House for Rent
"$1,750/mo","Studio, 1 Bath","678 Coronado Ave, Long Beach, CA 90814"
"$3,200 /mo","3 Beds, 2 Baths",Townhouse for Rent
"$2,500/mo","Studio, 1 Bath","1 3rd Pl, Long Beach, CA 90802"
"$2,050/mo","1 Bed, 1 Bath",Condo for Rent
"$1,700/mo","1 Bed, 1 Bath","129 Esperanza Ave, Long Beach, CA 90802"
"$2,695/mo","2 Beds, 1 Bath",House for Rent
"$2,400/mo","2 Beds, 2 Baths","44 Corona Ave, Long Beach, CA 90803"
"$1,300 /mo","Studio, 1 Bath",Apartment for Rent
"$3,800 /mo","3 Beds, 2 Baths","534 E 19th St, Long Beach, CA 90806"
"$3,350/mo","2 Beds, 2 Baths",Apartment for Rent
"$2,650 /mo","1 Bed, 1 Bath","2100 Cedar Ave, Long Beach, CA 90806"
"$3,400/mo","3 Beds, 2 Baths",Apartment for Rent
"$2,950/mo","2 Beds, 1 Bath","2022 Dawson Ave, Signal Hill, CA 90755"
"$3,200/mo","1 Bed, 1 Bath",Townhouse for Rent
"$4,150 /mo","3 Beds, 3 Baths","12200 Montecito Rd, Cypress, CA 90740"
"$3,100/mo","2 Beds, 2 Baths",Condo for Rent
"$3,700/mo","2 Beds, 2 Baths","5235 Faris St, Lakewood, CA 90712"
"$3,000 /mo","3 Beds, 1 Bath",House for Rent
"$3,500/mo","3 Beds, 2 Baths","12102 215th St, Hawaiian Gardens, CA 90716"
"$4,200 /mo","3 Beds, 2 Baths",Townhouse for Rent
"$2,795/mo","2 Beds, 2 Baths","2270 Stanley Ave, Signal Hill, CA 90755"
"$2,900 /mo","2 Beds, 1 Bath",Condo for Rent
"$5,195 /mo","3 Beds, 2 Baths","2416 E Adana St, Compton, CA 90221"
"$2,600 /mo","2 Beds, 1 Bath",House for Rent
"$4,300/mo","4 Beds, 4 Baths","5948 Dagwood Ave, Lakewood, CA 90712"
"$3,500 /mo","3 Beds, 1 Bath",Townhouse for Rent
"$4,495 /mo","3 Beds, 3 Baths","2180 Village Way, Signal Hill, CA 90755"
"$4,800 /mo","3 Beds, 3 Baths",House for Rent
"$3,495/mo","2 Beds, 2 Baths","15338 Gundry Ave, Paramount, CA 90723"
"$4,495 /mo","3 Beds, 1.5 Baths",Condo for Rent
"$3,195 /mo","2 Beds, 1 Bath","5946 Dagwood Ave, Lakewood, CA 90712"
"$3,400/mo","3 Beds, 2.5 Baths",House for Rent
"$3,900 /mo","3 Beds, 2 Baths","4667 Deeboyar Ave, Lakewood, CA 90712"
"$2,950/mo","2 Beds, 1 Bath",House for Rent
"$3,500/mo","3 Beds, 2 Baths","13340 El Dorado Dr, Seal Beach, CA 90740"
"$4,220 /mo","4 Beds, 2.25 Baths",House for Rent
"$2,250/mo","1 Bed, 2 Baths","9029 Kimberly Ln., Cypress, CA 90630"
"$5,195 /mo","3 Beds, 2 Baths",Condo for Rent
"$1,695/mo","1 Bed, 1 Bath","6142 Harvey Way, Lakewood, CA 90713"
"$4,000/mo","2 Beds, 2 Baths",House for Rent
"$2,700 /mo","2 Beds, 1 Bath","413 Ocean Ave, Seal Beach, CA 90740"
"$6,500 /mo","3 Beds, 3 Baths",House for Rent
"$5,195 /mo","3 Beds, 2 Baths","324 17th St, Seal Beach, CA 90740"
"$1,800/mo","1 Bed, 1 Bath",House for Rent
