price,rooms,address
"$1,245 - 1,890",Studio - 2 Beds,"1039 S Parker Rd, Denver, CO 80231"
"$1,375 - 2,390",1-3 Beds,"7777 E Yale Ave, Denver, CO 80231"
"$1,442 - 3,982",1-2 Beds,"4363 S Quebec St, Denver, CO 80237"
"$1,449 - 10,522",Studio - 3 Beds,"7301-7575 EAST 29TH AVENUE, Denver, CO 80238"
"$1,245 - 1,650",1-2 Beds,"7121-7141 Samuel Dr, Denver, CO 80221"
"$1,643 - 4,020",Studio - 2 Beds,"1600 Glenarm Pl, Denver, CO 80202"
"$1,599 - 2,426",1-2 Beds,"1771 S Quebec Way, Denver, CO 80231"
"$1,605 - 2,045",1-2 Beds,"1531 Stout St, Denver, CO 80202"
"$1,666 - 10,186",Studio - 3 Beds,"9095 E 47th Ave, Denver, CO 80238"
"$1,649 - 2,699",1-3 Beds,"4560 S Balsam Way, Denver, CO 80123"
"$882 - 2,205",Studio - 4 Beds,"1493 Osage St, Denver, CO 80204"
"$1,755 - 2,855",1-3 Beds,"1600 Fillmore St, Denver, CO 80206"
"$1,248 - 2,859",Studio - 3 Beds,"1950 N Pennsylvania St, Denver, CO 80203"
"$1,634 - 2,967",1-2 Beds,"16199 E Green Valley Ranch Blvd, Denver, CO 80239"
"$1,348 - 2,779",1-3 Beds,"3001 Fox St, Denver, CO 80202"
"$1,515 - 2,640",Studio - 2 Beds,"2300 Walnut St, Denver, CO 80205"
"$1,629 - 2,252",1-3 Beds,"4255 Kittredge St, Denver, CO 80239"
"$1,215 - 4,765",Studio - 3 Beds,"800 Pennsylvania St, Denver, CO 80203"
"$1,775 - 2,600",1-2 Beds,"4000 N Albion St, Denver, CO 80216"
"$1,570 - 5,855",1-2 Beds,"1801-1835 Arapahoe St, Denver, CO 80202"
"$1,450 - 2,785",1-3 Beds,"8155 E Fairmount Dr, Denver, CO 80230"
"$1,418 - 2,569",Studio - 2 Beds,"415 S Cherokee St, Denver, CO 80223"
"$1,272 - 3,542",Studio - 3 Beds,"8501 E Alameda Ave, Denver, CO 80230"
"$1,836 - 3,693",Studio - 2 Beds,"1650 Wewatta St, Denver, CO 80202"
"$1,854 - 4,516",1-3 Beds,"801 S Cherry St, Denver, CO 80246"
"$2,135 - 12,924",Studio - 2 Beds,"1101 E Bayaud Ave, Denver, CO 80209"
"$775 - 4,786",2-4 Beds,"1051 14th St, Denver, CO 80202"
"$2,234 - 6,335",Studio - 2 Beds,"100 Steele St, Denver, CO 80206"
"$1,404 - 1,734",1-2 Beds,"1250 S Clermont St, Denver, CO 80246"
"$1,207 - 3,158",Studio - 2 Beds,"3300 S Tamarac Dr, Denver, CO 80231"
"$1,671 - 2,340",1-2 Beds,"3400 S Lowell Blvd, Denver, CO 80236"
"$1,507 - 6,223",Studio - 2 Beds,"1661 Market St, Denver, CO 80202"
"$1,496 - 2,917",Studio - 2 Beds,"3550 W 38th Ave, Denver, CO 80211"
"$2,850 - 2,925",2-3 Beds,"8500 E Mississippi Ave, Denver, CO 80247"
"$1,499",Studio - 3 Beds,"2560 Welton St, Denver, CO 80205"
"$2,101 - 5,125",Studio - 2 Beds,"1750 Little Raven St, Denver, CO 80202"
"$1,295",Studio - 1 Bed,"1515 Clermont St, Denver, CO 80220"
"$3,141 - 10,491",Studio - 3 Beds,"1959 Wewatta St, Denver, CO 80202"
"$1,410 - 3,424",Studio - 2 Beds,"2080 California St, Denver, CO 80205"
"$1,645 - 2,688",Studio - 2 Beds,"550 Park Ave W, Denver, CO 80205"
Call for Rent,1-3 Beds,"210 Saint Paul St, Denver, CO 80206"
"$1,430 - 1,990",Studio - 1 Bed,"1833 Emerson St, Denver, CO 80218"
"$1,697 - 5,393",Studio - 3 Beds,"3355 Denargo St, Denver, CO 80216"
"$1,699 - 4,599",Studio - 3 Beds,"82 N Uinta Way, Denver, CO 80230"
"$1,550 - 7,097",Studio - 2 Beds,"4205 E 10th Ave, Denver, CO 80220"
"$1,762 - 7,765",Studio - 3 Beds,"7108 E Lowry Blvd, Denver, CO 80230"
"$1,449 - 5,153",Studio - 4 Beds,"3100 Inca St, Denver, CO 80202"
"$1,534 - 2,807",1-3 Beds,"18400 E Elmendorf Dr, Denver, CO 80249"
"$1,671 - 2,266",1-2 Beds,"5650 N Argonne St, Denver, CO 80249"
"$1,500 - 3,861",Studio - 2 Beds,"3463 Walnut St, Denver, CO 80205"
"$1,604 - 3,540",Studio - 2 Beds,"2520 Wewatta Way, Denver, CO 80216"
"$1,613 - 20,506",Studio - 3 Beds,"4811 S Niagara St, Denver, CO 80237"
"$1,805 - 3,095",Studio - 3 Beds,"2600 Lawrence St, Denver, CO 80205"
"$1,692 - 2,175",Studio - 2 Beds,"360 Acoma St, Denver, CO 80223"
"$1,673 - 5,246",Studio - 3 Beds,"550 W 19th Ave, Denver, CO 80204"
"$1,522 - 5,434",1-3 Beds,"4400 S Syracuse St, Denver, CO 80237"
"$1,734 - 6,994",1-3 Beds,"18798 E 65th Ave, Denver, CO 80249"
"$1,592 - 7,287",Studio - 2 Beds,"290 W Alameda Ave, Denver, CO 80223"
"$1,700 - 3,261",1-3 Beds,"17700 E 56th Ave, Denver, CO 80249"
"$1,666 - 3,694",Studio - 3 Beds,"800 S Valentia St, Denver, CO 80247"
"$3,095 - 5,259",2-3 Beds,"1850 S Quebec Way, Denver, CO 80231"
"$1,770 - 5,035",1-3 Beds,"18590 E 61st Ave, Denver, CO 80249"
"$1,770 - 8,980",Studio - 3 Beds,"3750 Blake St, Denver, CO 80205"
"$1,560 - 2,930",Studio - 2 Beds,"651 W 42nd Ave, Denver, CO 80216"
"$1,814 - 3,170",Studio - 2 Beds,"3600 Uinta St, Denver, CO 80237"
"$1,644 - 2,941",1-3 Beds,"6026 N Ceylon St, Denver, CO 80249"
"$1,665 - 4,400",Studio - 2 Beds,"2121 S Broadway, Denver, CO 80210"
"$1,862 - 15,988",Studio - 3 Beds,"3500 Chestnut Pl, Denver, CO 80216"
"$1,695 - 4,765",Studio - 2 Beds,"3901 Wynkoop St, Denver, CO 80216"
"$1,640 - 3,000",1-3 Beds,"18025 E 61st Ave, Denver, CO 80249"
"$1,475 - 3,610",Studio - 2 Beds,"180 10th St, Denver, CO 80204"
"$1,657 - 4,458",Studio - 2 Beds,"2950 Arkins Ct, Denver, CO 80216"
"$1,533 - 3,792",Studio - 3 Beds,"1933 S Acoma St, Denver, CO 80223"
"$2,130 - 4,792",Studio - 2 Beds,"1250 S Pearl St, Denver, CO 80210"
"$2,675 - 3,200",2-3 Beds,"19182 E 62nd Ave, Denver, CO 80249"
"$3,670 - 5,339",3-4 Beds,"532 Golfers Way, Denver, CO 80230"
"$1,323 - 2,900",Studio - 2 Beds,"500 W 41st Ave, Denver, CO 80216"
"$1,518 - 3,978",Studio - 2 Beds,"2950 Brighton Blvd, Denver, CO 80216"
"$1,699 - 1,700",3 Beds,"632 Inca St, Denver, CO 80204"
"$1,637 - 3,423",Studio - 3 Beds,"901 Colorado Blvd, Denver, CO 80206"
"$1,649 - 2,712",1-3 Beds,"4699 Kittredge St, Denver, CO 80239"
"$1,437 - 3,695",Studio - 2 Beds,"2200 Market St, Denver, CO 80205"
"$1,200 - 1,536",Studio - 2 Beds,"1090 S Parker Rd, Denver, CO 80231"
"$1,440 - 2,987",1-2 Beds,"1939 S Quebec Way, Denver, CO 80231"
"$1,595 - 3,860",Studio - 3 Beds,"2121 Delgany St, Denver, CO 80202"
"$2,024 - 3,393",Studio - 2 Beds,"3222 E 1st Ave, Denver, CO 80206"
