price,rooms,address
"$2,300 - 2,800",2-3 Beds,"640 Beachcomber Ln, Virginia Beach, VA 23451"
"$1,812 - 2,542",1-3 Beds,"2200 Willow Oak Cir, Virginia Beach, VA 23451"
"$1,750 - 2,700",1-3 Beds,"1060 Kempsville Rd, Norfolk, VA 23502"
"$1,790 - 2,610",1-3 Beds,"6163 Kempsville Cir, Norfolk, VA 23502"
"$1,409 - 1,699",1-2 Beds,"5505 Oxford Trace Way, Virginia Beach, VA 23464"
"$1,550 - 2,500",1-3 Beds,"1888 Somerton Pl, Virginia Beach, VA 23464"
"$1,221 - 3,206",1-3 Beds,"1431 Bayhead Dr, Virginia Beach, VA 23453"
"$1,575 - 1,675",2 Beds,"1225 Old Virginia Beach Rd, Virginia Beach, VA 23451"
"$1,350 - 1,875",1-3 Beds,"1809 Colonial Arms Cir, Virginia Beach, VA 23454"
"$1,405 - 1,685",1-2 Beds,"3923 Lake Front Cir, Virginia Beach, VA 23452"
"$1,305 - 1,987",1-2 Beds,"2352 Windway Ln, Virginia Beach, VA 23455"
"$1,131 - 1,873",1-2 Beds,"3100 Hunters Chase Dr, Virginia Beach, VA 23452"
"$1,491 - 3,461",1-3 Beds,"757 Saltmeadow Bay Dr, Virginia Beach, VA 23451"
"$1,435 - 2,075",1-3 Beds,"3955 Marina Lake Rd, Virginia Beach, VA 23452"
"$989 - 2,014",Studio - 4 Beds,"205 34th St, Virginia Beach, VA 23451"
"$1,435 - 1,655",1-2 Beds,"3500 Green Garden Cir, Virginia Beach, VA 23453"
"$1,495 - 2,255",1-3 Beds,"4133 Shoreline Pl, Virginia Beach, VA 23452"
"$1,450 - 2,600",1-4 Beds,"4129 Inverness Rd, Virginia Beach, VA 23452"
"$1,355 - 1,839",1-3 Beds,"4594 Wicklow Pl, Virginia Beach, VA 23452"
"$1,691 - 2,176",1-3 Beds,"4441 E Honeygrove Ct, Virginia Beach, VA 23455"
"$1,125 - 1,900",1-3 Beds,"832 Blackfriars Dr, Virginia Beach, VA 23455"
"$1,519 - 1,994",1-2 Beds,"5305 Bleecker St, Virginia Beach, VA 23452"
"$1,015 - 1,550",1-3 Beds,"124 Palm Beach Pl, Virginia Beach, VA 23452"
"$1,343 - 2,493",1-3 Beds,"3816 Banyan Grove Ln, Virginia Beach, VA 23462"
"$1,649 - 2,636",1-3 Beds,"1350 Sapphire Dr, Virginia Beach, VA 23455"
"$1,625 - 2,629",1-3 Beds,"525 Kempsville Rd, Virginia Beach, VA 23464"
"$1,810",1-3 Beds,"712 Promenade Pl, Virginia Beach, VA 23462"
"$1,694 - 1,999",1-3 Beds,"1101 Ferry Plantation Rd, Virginia Beach, VA 23455"
"$1,325 - 1,803",1-2 Beds,"1749 Lacrosse Dr, Virginia Beach, VA 23464"
"$1,555 - 2,205",1-3 Beds,"713 Willow Lake Cir, Virginia Beach, VA 23452"
"$1,758 - 3,544",1-3 Beds,"5700 Magnolia Chase Way, Virginia Beach, VA 23464"
"$1,650",2 Beds,"1040 Ocean Pebbles Way, Virginia Beach, VA 23451"
"$1,545 - 3,588",Studio - 3 Beds,"332 Laskin Rd, Virginia Beach, VA 23451"
"$1,500 - 1,900",2-3 Beds,"1400 Dewitt Way, Virginia Beach, VA 23456"
"$1,400 - 2,644",1-3 Beds,"150 Coveside Ln, Chesapeake, VA 23320"
"$1,669 - 1,899",1-3 Beds,"1805 Kerwyck Pl, Chesapeake, VA 23320"
"$1,637 - 3,304",1-3 Beds,"4516 Pinta Ln, Virginia Beach, VA 23462"
"$1,705 - 3,372",1-3 Beds,"3900 Spence Crossing Way, Virginia Beach, VA 23456"
"$1,499 - 2,099",1-3 Beds,"3700 Snowdrift Cir, Virginia Beach, VA 23462"
"$1,441 - 4,101",Studio - 3 Beds,"929 Wintercress Way, Chesapeake, VA 23320"
"$2,419",1-3 Beds,"580 Belaire Ave, Chesapeake, VA 23320"
"$1,676 - 2,291",1-2 Beds,"8150 Shore Dr, Norfolk, VA 23518"
"$1,129 - 2,096",1-3 Beds,"3857 Flowerfield Rd, Norfolk, VA 23518"
"$1,450 - 1,800",1-3 Beds,"6130 Edward St, Norfolk, VA 23513"
"$1,398 - 3,676",1-3 Beds,"1150 Volvo Pky, Chesapeake, VA 23320"
"$1,333 - 2,109",1-3 Beds,"6450 Crescent Way, Norfolk, VA 23513"
"$1,149 - 1,340",2-3 Beds,"2815 E Indian River Rd, Chesapeake, VA 23325"
"$985 - 1,750",1-3 Beds,"944 Round Bay Rd, Norfolk, VA 23502"
"$920 - 1,700",1-3 Beds,"5801 Lowery Rd, Norfolk, VA 23502"
"$830 - 1,000",1-3 Beds,"3515 Gatling Ave, Norfolk, VA 23502"
"$1,791 - 2,604",2-3 Beds,"5697 Magnolia Run Cir, Virginia Beach, VA 23464"
"$1,499 - 2,329",1-3 Beds,"4605 Gale Force Ct, Virginia Beach, VA 23455"
"$1,429 - 2,099",1-3 Beds,"825 Crossing Ct, Virginia Beach, VA 23455"
"$1,647 - 2,885",1-3 Beds,"2133 Amberbrooke Way, Virginia Beach, VA 23464"
"$1,150 - 1,465",1-2 Beds,"2252 Pleasure House Rd, Virginia Beach, VA 23455"
"$1,600/mo","1 Bed, 1 Bath","4101 Pine Oak Cir, Virginia Beach, VA 23452"
"$1,500/mo","2 Beds, 1 Bath","2501 E Little Creek Rd, Norfolk, VA 23518"
"$2,000/mo","3 Beds, 2.5 Baths","2111 Pretty Lake Ave, Norfolk, VA 23518"
"$1,750/mo","2 Beds, 2 Baths","390 S Military Hwy, Norfolk, VA 23502"
"$3,100 /mo","3 Beds, 2.5 Baths","2616 Arbor Glen Dr, Chesapeake, VA 23324"
"$1,400/mo","2 Beds, 1 Bath","Virginia Beach, VA 23462"
$700/mo,"1 Bed, 1 Bath","Virginia Beach, VA 23451"
"$869 - 1,621",1-4 Beds,"4101 Pine Oak Cir, Virginia Beach, VA 23452"
"$1,220 - 1,650",1-3 Beds,"2501 E Little Creek Rd, Norfolk, VA 23518"
"$1,515 - 1,545",2 Beds,"2111 Pretty Lake Ave, Norfolk, VA 23518"
"$1,143 - 2,035",1-2 Beds,"390 S Military Hwy, Norfolk, VA 23502"
"$1,007 - 1,207",1-2 Beds,"2616 Arbor Glen Dr, Chesapeake, VA 23324"
"$2,100",3 Beds,"Virginia Beach, VA 23462"
"$2,000",1 Bed,"Virginia Beach, VA 23451"
