price,rooms,baths,square_feet,address
"$369,350",3 beds,3 beds,"8,368","8416 NW 163rd Ter, Edmond, OK 73013"
"$237,000",4 beds,4 beds,"1,854","11519 SE 107th St, Oklahoma City, OK 73165"
"$258,000",3 beds,3 beds,0.25,"2525 NW 56th St, Oklahoma City, OK 73112"
"$419,000",4 beds,4 beds,"1,881","2520 Sunshine Ln, Yukon, OK 73099"
"$999,500",4 beds,4 beds,"7,405","12304 Bywater Rd, Oklahoma City, OK 73170"
"$1,249,999",4 beds,4 beds,"2,581","20498 SE 119th St, Mcloud, OK 74851"
"$37,900",— beds,— beds,5.07,"SW 28 St, Oklahoma City, OK 73109"
"$105,000",— beds,— beds,"1,538","000 NE 144th Ave, Newalla, OK 74857"
"$100,000",— beds,— beds,"6,251","College Ave, Oklahoma City, OK 73121"
"$24,000",— beds,— beds,"3,000","4112 Jones Blvd, Oklahoma City, OK 73135"
"$57,000",— beds,— beds,"8,398","5201 SE 46th St, Oklahoma City, OK 73135"
"$70,000",— beds,— beds,"5,739","2328 NW 1st Ter, Oklahoma City, OK 73107"
"$95,000",— beds,— beds,0.42,"1620 NW 1st St, Oklahoma City, OK 73106"
"$279,000",— beds,— beds,"4,751","1400 SE 17th St, Oklahoma City, OK 73129"
"$124,990",— beds,— beds,11.88,"3009 SW 9th St, Oklahoma City, OK 73108"
"$250,000",— beds,— beds,"7,000","824 NW 44th St, Oklahoma City, OK 73118"
"$165,000",— beds,— beds,4.63,"1136 NW 56th St, Oklahoma City, OK 73118"
"$149,500",— beds,— beds,2.06,"8340 NW 130th Cir, Oklahoma City, OK 73142"
"$149,500",— beds,— beds,"9,500","8332 NW 130th Cir, Oklahoma City, OK 73142"
"$275,000",— beds,— beds,"9,100","8266 Wilshire Park East Dr, Oklahoma City, OK 73111"
"$150,000",— beds,— beds,0.29,"NE 36th And Hiwassee Rd, Choctaw, OK 73120"
"$285,000",— beds,— beds,"7,000","10317 NE 133 St, Edmond, OK 73043"
"$124,900",— beds,— beds,"7,109","3 S Dobbs Rd, Harrah, OK 74857"
"$290,000",— beds,— beds,0.61,"617 SW 6th St, Oklahoma City, OK 73109"
"$222,900",— beds,— beds,"7,000","11115 S Sunnylane Rd, Moore, OK 73160"
"$16,500",— beds,— beds,"6,098","Carter Dr, Oklahoma City, OK 73129"
"$475,000",— beds,— beds,0.35,"1112 S Robinson Ave, Oklahoma City, OK 73109"
"$299,990",3 beds,3 beds,"2,838","12104 Old Farm Pl, Oklahoma City, OK 73120"
"$368,325",4 beds,4 beds,0.25,"4604 Bermuda Dr, Mustang, OK 73064"
"$359,500",4 beds,4 beds,"1,935","4805 Mustang Park Blvd, Mustang, OK 73064"
"$369,350",3 beds,3 beds,"8,368","8416 NW 163rd Ter, Edmond, OK 73013"
"$237,000",4 beds,4 beds,"1,854","11519 SE 107th St, Oklahoma City, OK 73165"
"$258,000",3 beds,3 beds,0.25,"2525 NW 56th St, Oklahoma City, OK 73112"
"$419,000",4 beds,4 beds,"1,881","2520 Sunshine Ln, Yukon, OK 73099"
"$999,500",4 beds,4 beds,"7,405","12304 Bywater Rd, Oklahoma City, OK 73170"
"$1,249,999",4 beds,4 beds,"2,581","20498 SE 119th St, Mcloud, OK 74851"
"$37,900",— beds,— beds,5.07,"SW 28 St, Oklahoma City, OK 73109"
"$105,000",— beds,— beds,"1,538","000 NE 144th Ave, Newalla, OK 74857"
"$100,000",— beds,— beds,"6,251","College Ave, Oklahoma City, OK 73121"
"$24,000",— beds,— beds,"3,000","4112 Jones Blvd, Oklahoma City, OK 73135"
"$57,000",— beds,— beds,"8,398","5201 SE 46th St, Oklahoma City, OK 73135"
"$70,000",— beds,— beds,"5,739","2328 NW 1st Ter, Oklahoma City, OK 73107"
"$95,000",— beds,— beds,0.42,"1620 NW 1st St, Oklahoma City, OK 73106"
"$279,000",— beds,— beds,"4,751","1400 SE 17th St, Oklahoma City, OK 73129"
"$124,990",— beds,— beds,11.88,"3009 SW 9th St, Oklahoma City, OK 73108"
"$250,000",— beds,— beds,"7,000","824 NW 44th St, Oklahoma City, OK 73118"
"$165,000",— beds,— beds,4.63,"1136 NW 56th St, Oklahoma City, OK 73118"
"$149,500",— beds,— beds,2.06,"8340 NW 130th Cir, Oklahoma City, OK 73142"
"$149,500",— beds,— beds,"9,500","8332 NW 130th Cir, Oklahoma City, OK 73142"
"$275,000",— beds,— beds,"9,100","8266 Wilshire Park East Dr, Oklahoma City, OK 73111"
"$150,000",— beds,— beds,0.29,"NE 36th And Hiwassee Rd, Choctaw, OK 73120"
"$285,000",— beds,— beds,"7,000","10317 NE 133 St, Edmond, OK 73043"
"$124,900",— beds,— beds,"7,109","3 S Dobbs Rd, Harrah, OK 74857"
"$290,000",— beds,— beds,0.61,"617 SW 6th St, Oklahoma City, OK 73109"
"$222,900",— beds,— beds,"7,000","11115 S Sunnylane Rd, Moore, OK 73160"
"$16,500",— beds,— beds,"6,098","Carter Dr, Oklahoma City, OK 73129"
"$475,000",— beds,— beds,0.35,"1112 S Robinson Ave, Oklahoma City, OK 73109"
