price,rooms,baths,square_feet,address
"$939,900",6 beds,6 beds,"7,840","2671 N Wahl Ave, Milwaukee, WI 53211"
"$349,900",2 beds,2 beds,876,"1759 N Franklin Pl, Milwaukee, WI 53202"
"$259,900",2 beds,2 beds,"7,840","270 E Highland Ave #647, Milwaukee, WI 53202"
"$199,900",2 beds,2 beds,"1,379","4836 N Shoreland Ave, Whitefish Bay, WI 53217"
"$16,000",3 beds,3 beds,"5,662","610 W Center St, Milwaukee, WI 53212"
"$115,300",2 beds,2 beds,"6,510","5833 W Park Hill Ave, Milwaukee, WI 53213"
"$115,000",3 beds,3 beds,"9,147","3282 N 16th St, Milwaukee, WI 53206"
"$199,999",3 beds,3 beds,"1,740","5151 N 49th St, Milwaukee, WI 53218"
"$239,500",7 beds,7 beds,980,"3040 N 9th St #3042, Milwaukee, WI 53206"
"$225,000",4 beds,4 beds,800,"4912 W Medford Ave #4914, Milwaukee, WI 53216"
"$420,000",3 beds,3 beds,970,"2819 S Howell Ave, Milwaukee, WI 53207"
"$165,000",3 beds,3 beds,"3,484","4356 N 41st St, Milwaukee, WI 53216"
"$65,000",4 beds,4 beds,704,"5660 N 37th St, Milwaukee, WI 53209"
"$174,900",3 beds,3 beds,"4,356","1831 W Cherry St, Milwaukee, WI 53205"
"$104,900",3 beds,3 beds,"1,470","4586 N 51st Blvd, Milwaukee, WI 53218"
"$170,000",5 beds,5 beds,"2,178","1008 W Nash St, Milwaukee, WI 53206"
"$409,900",3 beds,3 beds,"1,929","3443 S New York Ave, Milwaukee, WI 53207"
"$159,900",2 beds,2 beds,"6,098","4440 N Hopkins St, Milwaukee, WI 53209"
"$64,500",3 beds,3 beds,"2,978","2525 N 37th St, Milwaukee, WI 53210"
"$139,900",2 beds,2 beds,"3,484","1836 W Congress St, Milwaukee, WI 53209"
"$124,900",4 beds,4 beds,"2,062","2750 N 35th St, Milwaukee, WI 53210"
"$199,900",4 beds,4 beds,"4,791","3624 S Quincy Ave, Milwaukee, WI 53207"
"$179,000",5 beds,5 beds,"1,662","2729 N 49th St, Milwaukee, WI 53210"
"$205,000",3 beds,3 beds,"4,356","4718 N 40th St, Milwaukee, WI 53209"
"$174,900",3 beds,3 beds,"1,150","3051 N 52nd St, Milwaukee, WI 53210"
"$260,000",3 beds,3 beds,"5,662","3019 N 84th St, Milwaukee, WI 53222"
"$399,000",3 beds,3 beds,"1,387","10932 W Heritage Dr, Milwaukee, WI 53224"
"$135,000",3 beds,3 beds,"5,227","3929 N 51st Blvd, Milwaukee, WI 53216"
"$239,900",2 beds,2 beds,"1,023","4319 S Logan Ave, Milwaukee, WI 53207"
"$259,900",5 beds,5 beds,"6,098","3251 N 87th St, Milwaukee, WI 53222"
"$459,900",3 beds,3 beds,948,"5650 N Sunset Ln, Glendale, WI 53209"
"$115,000",5 beds,5 beds,"4,791","4535 W Fond Du Lac Ave, Milwaukee, WI 53216"
"$179,900",3 beds,3 beds,"1,972","3731 N 52nd St, Milwaukee, WI 53216"
"$299,900",6 beds,6 beds,"3,484","3026 S Hanson Ave #3028, Milwaukee, WI 53207"
"$213,200",4 beds,4 beds,"1,668","2202 N 55th St, Milwaukee, WI 53208"
"$484,900",4 beds,4 beds,"2,613","2401 N Oakland Ave #2403, Milwaukee, WI 53211"
"$120,000",3 beds,3 beds,"1,950","4260 N 26th St, Milwaukee, WI 53209"
"$99,900",3 beds,3 beds,"6,534","1931 S 5th Pl, Milwaukee, WI 53204"
"$32,000",3 beds,3 beds,"1,428","8534 W Villard Ave, Milwaukee, WI 53225"
"$174,900",3 beds,3 beds,"4,356","4822 N 24th Pl, Milwaukee, WI 53209"
"$299,800",3 beds,3 beds,888,"1317 E Hamilton St, Milwaukee, WI 53202"
"$289,900",3 beds,3 beds,"3,049","5710 W Morgan Ave, Milwaukee, WI 53220"
"$235,000",2 beds,2 beds,937,"224 W Vine St #102, Milwaukee, WI 53212"
"$167,000",2 beds,2 beds,"1,293","2948 S 47th St, Milwaukee, WI 53219"
"$123,500",1 bed,1 bed,"4,791","1641 N Franklin Pl #5, Milwaukee, WI 53202"
"$23,000",4 beds,4 beds,"1,556","2571 N 39th St Unit A, Milwaukee, WI 53210"
"$10,000",4 beds,4 beds,"3,049","3446 N 11th St, Milwaukee, WI 53206"
"$30,000",4 beds,4 beds,"1,521","2842 N Richards St Unit A, Milwaukee, WI 53212"
"$209,900",3 beds,3 beds,"5,227","8026 W Beckett Ave, Milwaukee, WI 53218"
"$250,000",6 beds,6 beds,"1,065","1242 S 46th St, West Milwaukee, WI 53214"
"$224,900",3 beds,3 beds,826,"2944 N 76th St, Milwaukee, WI 53222"
"$280,000",4 beds,4 beds,"5,227","6918 W Grantosa Dr, Milwaukee, WI 53218"
"$160,000",3 beds,3 beds,450,"4135 N 21st St, Milwaukee, WI 53209"
"$32,000",3 beds,3 beds,"2,736","5127 N 53rd St, Milwaukee, WI 53218"
"$40,000",2 beds,2 beds,"4,791","5232 N 34th St, Milwaukee, WI 53209"
"$159,000",3 beds,3 beds,"1,256","2606 N 56th St, Milwaukee, WI 53210"
"$205,000",3 beds,3 beds,"3,920","3226 N Newhall St, Milwaukee, WI 53211"
"$129,900",2 beds,2 beds,"1,772","3614 N 25th St, Milwaukee, WI 53206"
"$170,000",3 beds,3 beds,"3,920","8129 W Green Tree Rd, Milwaukee, WI 53223"
"$50,500",4 beds,4 beds,"1,175","2134 W Forest Home Ave, Milwaukee, WI 53215"
"$200,000",— beds,— beds,"8,712","2660 N 49th St #2662, Milwaukee, WI 53210"
"$28,000",2 beds,2 beds,"1,660","1013 W Lapham Blvd, Milwaukee, WI 53204"
"$35,000",3 beds,3 beds,"6,098","4642 N 30th St, Milwaukee, WI 53209"
"$30,000",2 beds,2 beds,"1,115","4108 W Hampton Ave, Milwaukee, WI 53209"
"$95,000",3 beds,3 beds,"5,227","4818 N 39th St, Milwaukee, WI 53209"
"$45,000",3 beds,3 beds,"1,966","4970 N 44th St, Milwaukee, WI 53218"
"$259,900",2 beds,2 beds,"9,147","4939 W Maple Leaf Cir, Greenfield, WI 53220"
"$25,000",4 beds,4 beds,"1,504","3001 N 39th St #3003, Milwaukee, WI 53210"
"$145,000",4 beds,4 beds,"4,791","2649 N 47th St #2651, Milwaukee, WI 53210"
"$21,700",2 beds,2 beds,858,"2956 N 23rd St, Milwaukee, WI 53206"
"$269,900",5 beds,5 beds,"5,662","4101 N 14th St, Milwaukee, WI 53209"
"$289,900",4 beds,4 beds,953,"3345 N 54th St, Milwaukee, WI 53216"
"$199,900",4 beds,4 beds,"3,484","3957 N 75th St #3959, Milwaukee, WI 53216"
"$164,900",4 beds,4 beds,"1,310","3846 N 11th St, Milwaukee, WI 53206"
"$849,900",4 beds,4 beds,"3,446","3459 N Lake Dr, Milwaukee, WI 53211"
"$217,500",3 beds,3 beds,0.29,"3912 N 69th St, Milwaukee, WI 53216"
"$47,000",2 beds,2 beds,"1,302","2912 N 23rd St, Milwaukee, WI 53206"
"$69,900",2 beds,2 beds,"5,227","115 W Burleigh St, Milwaukee, WI 53212"
"$71,490",6 beds,6 beds,722,"3139 N 14th St, Milwaukee, WI 53206"
"$264,900",5 beds,5 beds,"8,712","4139 N 23rd St, Milwaukee, WI 53209"
"$179,900",3 beds,3 beds,"1,359","4916 N 67th St, Milwaukee, WI 53218"
"$143,000",4 beds,4 beds,"3,920","2843 N 10th St, Milwaukee, WI 53206"
"$435,000",4 beds,4 beds,"2,044","3057 N Murray Ave, Milwaukee, WI 53211"
"$545,000",4 beds,4 beds,"3,920","326 E Clarence St, Milwaukee, WI 53207"
"$275,000",3 beds,3 beds,"1,452","2747 N 83rd St, Milwaukee, WI 53222"
"$400,000",— beds,— beds,"4,356","4430 N 76th St, Milwaukee, WI 53218"
"$199,900",1 bed,1 bed,"1,069","234 N Broadway #315, Milwaukee, WI 53202"
"$199,900",5 beds,5 beds,"4,791","6507 N 55th St #6509, Milwaukee, WI 53223"
"$367,900",3 beds,3 beds,"1,574","2946 S Kinnickinnic Ave, Milwaukee, WI 53207"
"$254,900",2 beds,2 beds,"8,712","1220 E Locust St #101, Milwaukee, WI 53212"
"$230,000",4 beds,4 beds,"2,128","830 N 23rd St, Milwaukee, WI 53233"
"$199,900",3 beds,3 beds,"4,791","2467 W Cherry St, Milwaukee, WI 53205"
"$104,900",2 beds,2 beds,"2,100","4830 N 39th St, Milwaukee, WI 53209"
"$300,000",4 beds,4 beds,"4,791","3214 N Sherman Blvd, Milwaukee, WI 53216"
"$245,000",3 beds,3 beds,"1,516","2756 N Sherman Blvd, Milwaukee, WI 53210"
"$1,545,000",3 beds,3 beds,"5,662","318 E Chicago St Unit 4B, Milwaukee, WI 53202"
"$35,000",6 beds,6 beds,—,"2118 N 24th Pl #2120, Milwaukee, WI 53205"
"$45,000",5 beds,5 beds,"9,583","3214 N 41st St, Milwaukee, WI 53216"
"$119,999",3 beds,3 beds,762,"4220 W Hampton Ave, Milwaukee, WI 53209"
"$119,999",1 bed,1 bed,"2,040","5161 N 56th St, Milwaukee, WI 53218"
"$200,000",3 beds,3 beds,"7,405","6055 N 36th St, Milwaukee, WI 53209"
"$287,900",3 beds,3 beds,"1,515","2321 N 60th St, Wauwatosa, WI 53210"
"$649,900",2 beds,2 beds,"2,178","1619 N Farwell Ave #301, Milwaukee, WI 53202"
"$119,900",2 beds,2 beds,"1,668","6620 W Silver Spring Dr, Milwaukee, WI 53218"
"$19,680",5 beds,5 beds,"1,540","1228 W Ring St, Milwaukee, WI 53206"
"$16,520",4 beds,4 beds,"3,484","2478 W Medford Ave, Milwaukee, WI 53206"
"$98,000",2 beds,2 beds,"2,011","6200 W Locust St, Milwaukee, WI 53210"
"$70,000",5 beds,5 beds,"4,791","2309 W Cherry St, Milwaukee, WI 53205"
"$26,250",3 beds,3 beds,710,"4475 N 22nd St, Milwaukee, WI 53209"
"$85,000",1 bed,1 bed,"5,662","3330 S 20th St, Milwaukee, WI 53215"
"$25,250",3 beds,3 beds,"2,724","1931 N 20th St, Milwaukee, WI 53205"
"$429,000",4 beds,4 beds,"4,356","3265 S Griffin Ave Unit A, Milwaukee, WI 53207"
"$50,000",4 beds,4 beds,"2,028","3336 N 17th St, Milwaukee, WI 53206"
"$90,000",4 beds,4 beds,"8,276","4407 N 30th St #4409, Milwaukee, WI 53209"
"$10,000",— beds,— beds,"2,994","3031 W Mckinley Blvd #3033, Milwaukee, WI 53208"
"$40,000",— beds,— beds,"4,356","5454 N 36th St, Milwaukee, WI 53209"
"$165,000",3 beds,3 beds,"3,080","2524 N 52nd St, Milwaukee, WI 53210"
"$99,850",3 beds,3 beds,"5,227","4524 W Melvina St Unit A, Milwaukee, WI 53216"
"$27,650",4 beds,4 beds,"1,395","2473 N 29th St #2475, Milwaukee, WI 53210"
"$19,500",4 beds,4 beds,"4,356","2648 N 28th St #2650, Milwaukee, WI 53210"
"$20,000",4 beds,4 beds,"1,963","2434 N 19th St, Milwaukee, WI 53206"
"$120,000",4 beds,4 beds,"3,484","450 N 28th St, Milwaukee, WI 53208"
"$10,000",5 beds,5 beds,"2,180","3130 N 11th St #3132, Milwaukee, WI 53206"
"$137,900",4 beds,4 beds,"5,227","2418 N 53rd St Unit 2418A, Milwaukee, WI 53210"
"$208,000",5 beds,5 beds,"2,280","2756 N 45th St, Milwaukee, WI 53210"
"$209,000",3 beds,3 beds,"3,484","4555 N 39th St, Milwaukee, WI 53209"
"$89,900",4 beds,4 beds,"2,591","2461 N 44th St Unit 2461A, Milwaukee, WI 53210"
"$195,900",3 beds,3 beds,"3,920","5831 N 74th St, Milwaukee, WI 53218"
"$110,000",4 beds,4 beds,"1,983","3706 N 26th St, Milwaukee, WI 53206"
"$130,000",3 beds,3 beds,"3,920","3204 N 14th St, Milwaukee, WI 53206"
"$159,900",4 beds,4 beds,"2,112","4950 N 40th St, Milwaukee, WI 53209"
"$184,999",3 beds,3 beds,"3,484","4506 W Keefe Ave, Milwaukee, WI 53216"
"$154,900",4 beds,4 beds,"1,671","3321 N 10th St, Milwaukee, WI 53206"
"$78,000",4 beds,4 beds,"3,484","3173 N 41st St, Milwaukee, WI 53216"
"$169,900",3 beds,3 beds,"2,074","5207 W Stark St, Milwaukee, WI 53218"
"$230,000",3 beds,3 beds,"4,791","3334 S 7th St, Milwaukee, WI 53215"
"$119,900",8 beds,8 beds,"1,436","2245 N 26th St #2247, Milwaukee, WI 53205"
"$79,900",3 beds,3 beds,"4,791","4604 N 29th St, Milwaukee, WI 53209"
"$205,000",2 beds,2 beds,"1,885","7019 N 42nd St, Milwaukee, WI 53209"
"$169,900",2 beds,2 beds,"4,356","4326 N 28th St, Milwaukee, WI 53216"
"$195,000",2 beds,2 beds,"1,108","3956 N 82nd St, Milwaukee, WI 53222"
"$239,900",4 beds,4 beds,"4,791","4437 S Quincy Ave Unit 4437 A, Milwaukee, WI 53207"
"$13,500",4 beds,4 beds,"1,877","3331 N 8th St #3333, Milwaukee, WI 53206"
"$130,000",5 beds,5 beds,"3,049","3261 N 26th St #3263, Milwaukee, WI 53206"
"$165,000",3 beds,3 beds,"1,300","5709 W Custer Ave, Milwaukee, WI 53218"
"$79,900",3 beds,3 beds,"3,920","1238 N 34th St, Milwaukee, WI 53208"
"$249,900",3 beds,3 beds,"1,555","7730 W Melvina St, Milwaukee, WI 53222"
"$240,000",4 beds,4 beds,"6,098","6336 N 104th St, Milwaukee, WI 53225"
"$249,900",3 beds,3 beds,"1,302","4245 N 42nd St, Milwaukee, WI 53216"
"$125,000",4 beds,4 beds,"4,791","3413 W Vine St #3415, Milwaukee, WI 53208"
"$174,900",2 beds,2 beds,"1,300","8731 W Oklahoma Ave Unit D, Milwaukee, WI 53227"
"$295,000",3 beds,3 beds,"3,920","5708 N 39th St, Milwaukee, WI 53209"
"$85,000",4 beds,4 beds,920,"3144 N 24th Pl Unit 3144A, Milwaukee, WI 53206"
"$51,000",3 beds,3 beds,"3,484","5233 N 38th St, Milwaukee, WI 53209"
"$422,500",3 beds,3 beds,"1,982","3344 S New York Ave, Milwaukee, WI 53207"
"$190,000",4 beds,4 beds,"3,484","9159 N 70th St, Milwaukee, WI 53223"
"$125,000",4 beds,4 beds,"1,626","2871 N 40th St, Milwaukee, WI 53210"
"$150,000",4 beds,4 beds,"2,832","5547 N 42nd St #5549, Milwaukee, WI 53209"
"$189,900",6 beds,6 beds,"4,791","7908 W Villard Ave #7910, Milwaukee, WI 53218"
"$95,000",5 beds,5 beds,900,"824 W Concordia Ave, Milwaukee, WI 53206"
"$77,900",3 beds,3 beds,"5,227","7857 N 60th St Unit E, Milwaukee, WI 53223"
"$475,000",3 beds,3 beds,"2,056","5928 W Michigan St, Wauwatosa, WI 53213"
"$78,700",4 beds,4 beds,"6,098","8848 N 95th St Unit K, Milwaukee, WI 53224"
"$21,000",4 beds,4 beds,"1,877","2454 N 39th St #2456, Milwaukee, WI 53210"
"$56,900",3 beds,3 beds,"3,049","3611 N 25th St, Milwaukee, WI 53206"
"$211,000",2 beds,2 beds,"1,306","4508 W Westchester Sq, West Milwaukee, WI 53214"
"$1,295,000",6 beds,6 beds,"3,480","3435 N Lake Dr, Milwaukee, WI 53211"
"$649,000",2 beds,2 beds,"6,534","1810 N Cape St, Milwaukee, WI 53212"
"$375,000",4 beds,4 beds,"1,154","10628 W Sheridan Ave, Milwaukee, WI 53225"
"$1,250,000",2 beds,2 beds,"2,189","1141 N Martin L King Jr Dr #3002, Milwaukee, WI 53203"
"$29,000",3 beds,3 beds,"3,920","4230 W Lancaster Ave, Milwaukee, WI 53209"
"$390,000",2 beds,2 beds,"1,017","111 W Howard Ave, Milwaukee, WI 53207"
"$25,000",4 beds,4 beds,"3,049","3224 N 24th Pl, Milwaukee, WI 53206"
"$339,900",4 beds,4 beds,"1,100","6132 N 115th St, Milwaukee, WI 53225"
"$339,900",— beds,— beds,"5,668","9205 W Sheridan Ave, Milwaukee, WI 53225"
"$30,000",4 beds,4 beds,0.47,"1744 N 23rd St, Milwaukee, WI 53205"
"$63,000",— beds,— beds,"2,077","2432 N 25th St Unit 2432A, Milwaukee, WI 53206"
"$259,900",4 beds,4 beds,"2,650","3901 N 52nd St, Milwaukee, WI 53216"
"$89,999",2 beds,2 beds,"8,276","8643 N Servite Dr #112, Milwaukee, WI 53223"
"$85,000",3 beds,3 beds,"1,909","3223 W Auer Ave, Milwaukee, WI 53216"
"$399,000",3 beds,3 beds,"1,388","125 W Brown St, Milwaukee, WI 53212"
"$109,000",4 beds,4 beds,"6,534","3007 N 29th St, Milwaukee, WI 53210"
"$189,000",3 beds,3 beds,"2,395","8246 W Sheridan Ave, Milwaukee, WI 53218"
"$146,900",4 beds,4 beds,"3,920","2928 N 61st St #2930, Milwaukee, WI 53210"
"$148,900",4 beds,4 beds,"1,207","2154 W Forest Home Ave, Milwaukee, WI 53215"
"$150,000",3 beds,3 beds,"3,484","4655 N 40th St, Milwaukee, WI 53209"
"$129,900",4 beds,4 beds,"1,668","5637 N 40th St, Milwaukee, WI 53209"
"$89,900",2 beds,2 beds,0.41,"3253 N 25th St, Milwaukee, WI 53206"
"$110,000",5 beds,5 beds,"3,568","2741 N 23rd St, Milwaukee, WI 53206"
"$129,900",5 beds,5 beds,0.23,"623 W Capitol Dr, Milwaukee, WI 53212"
"$139,900",4 beds,4 beds,"1,084","2157 N 42nd St, Milwaukee, WI 53208"
"$134,900",3 beds,3 beds,"3,920","2248 N 42nd St, Milwaukee, WI 53208"
"$119,900",2 beds,2 beds,"3,332","3034 N 55th St, Milwaukee, WI 53210"
"$144,900",3 beds,3 beds,"4,356","3019 W Oriole Dr, Milwaukee, WI 53209"
"$460,000",4 beds,4 beds,"3,081","8505 W Euclid Ave, Milwaukee, WI 53227"
"$69,900",4 beds,4 beds,"7,405","2634 N 37th St, Milwaukee, WI 53210"
"$120,000",4 beds,4 beds,"2,083","3442 N 15th St #3444, Milwaukee, WI 53206"
"$85,000",4 beds,4 beds,"3,920","827 W Hadley St, Milwaukee, WI 53206"
"$117,000",2 beds,2 beds,"2,554","6547 N 54th St, Milwaukee, WI 53223"
"$290,000",3 beds,3 beds,"4,356","9301 W Auer Ave, Milwaukee, WI 53222"
"$109,000",3 beds,3 beds,"1,748","3207 W Auer Ave, Milwaukee, WI 53216"
"$249,500",3 beds,3 beds,"3,484","5453 S 13th St, Milwaukee, WI 53221"
"$325,000",6 beds,6 beds,"1,060","2426 N Frederick Ave #2428, Milwaukee, WI 53211"
"$140,000",5 beds,5 beds,0.23,"2325 S 15th Pl, Milwaukee, WI 53215"
"$74,900",4 beds,4 beds,"2,016","2624 N 28th St, Milwaukee, WI 53210"
"$129,900",5 beds,5 beds,"6,098","3350 N 25th St Unit 3350A, Milwaukee, WI 53206"
"$339,900",— beds,— beds,"1,008","3110 W Scott St, Milwaukee, WI 53215"
"$1,500,000",2 beds,2 beds,"3,920","1313 N Franklin Pl #1404, Milwaukee, WI 53202"
"$1,395,000",7 beds,7 beds,"1,123","2928 E Kenwood Blvd, Milwaukee, WI 53211"
"$199,000",3 beds,3 beds,0.24,"1816 N 18th St, Milwaukee, WI 53205"
"$695,000",3 beds,3 beds,"2,102","1028 E Juneau Ave #425, Milwaukee, WI 53202"
"$229,000",3 beds,3 beds,"2,613","2307 W Olive St, Milwaukee, WI 53209"
"$139,900",2 beds,2 beds,"1,723","5958 W Appleton Ave, Milwaukee, WI 53210"
"$130,000",3 beds,3 beds,"5,662","3622 N 36th St, Milwaukee, WI 53216"
"$249,900",— beds,— beds,"2,038","6304 N 91st St #6306, Milwaukee, WI 53225"
"$249,900",8 beds,8 beds,"3,920","6304 N 91st St, Milwaukee, WI 53225"
"$158,760",4 beds,4 beds,"1,694","4670 N Sherman Blvd, Milwaukee, WI 53209"
"$187,842",4 beds,4 beds,"3,920","4640 W Scranton Pl #4642, Milwaukee, WI 53216"
"$39,900",3 beds,3 beds,—,"6082 N 36th St, Milwaukee, WI 53209"
"$1,200,000",3 beds,3 beds,"3,484","1141 N Martin L King Jr Dr #2902, Milwaukee, WI 53203"
"$109,900",3 beds,3 beds,"2,107","2940 N 45th St, Milwaukee, WI 53210"
"$139,999",4 beds,4 beds,"7,425","2483 S 10th St Unit 2483A, Milwaukee, WI 53215"
"$664,900",7 beds,7 beds,0.33,"3225 N Hackett Ave, Milwaukee, WI 53211"
"$114,900",2 beds,2 beds,"1,520","5718 N 62nd St, Milwaukee, WI 53218"
"$114,900",2 beds,2 beds,"5,227","5724 N 62nd St, Milwaukee, WI 53218"
"$18,900",5 beds,5 beds,"2,825","2407 N 44th St #2409, Milwaukee, WI 53210"
"$114,000",— beds,— beds,"1,509","1801 W Meinecke Ave, Milwaukee, WI 53206"
"$114,900",2 beds,2 beds,"4,791","6001 W Carmen Ave, Milwaukee, WI 53218"
"$114,900",2 beds,2 beds,908,"6101 W Carmen Ave, Milwaukee, WI 53218"
"$127,000",4 beds,4 beds,"4,356","2614 N 48th St #2616, Milwaukee, WI 53210"
"$105,000",3 beds,3 beds,"1,000","3160 N 24th Pl, Milwaukee, WI 53206"
"$250,000",— beds,— beds,"4,791","106 W Keefe Ave #108, Milwaukee, WI 53212"
"$130,000",3 beds,3 beds,—,"2435 N 15th St, Milwaukee, WI 53206"
"$120,000",4 beds,4 beds,"9,147","2869 N 21st St, Milwaukee, WI 53206"
"$100,000",4 beds,4 beds,"3,628","3147 N 12th St #3149, Milwaukee, WI 53206"
"$215,000",1 bed,1 bed,"7,405","270 E Highland Ave #715, Milwaukee, WI 53202"
"$114,900",2 beds,2 beds,907,"5744 N 61st St, Milwaukee, WI 53218"
"$114,900",2 beds,2 beds,672,"6013 W Carmen Ave, Milwaukee, WI 53218"
"$114,900",2 beds,2 beds,"6,098","6012 W Carmen Ave, Milwaukee, WI 53218"
"$114,900",2 beds,2 beds,672,"5739 N 61st St, Milwaukee, WI 53218"
"$114,900",2 beds,2 beds,"7,840","6031 W Carmen Ave, Milwaukee, WI 53218"
"$114,900",2 beds,2 beds,672,"6026 W Carmen Ave, Milwaukee, WI 53218"
"$114,900",2 beds,2 beds,"6,969","5739 N 60th St, Milwaukee, WI 53218"
"$389,000",5 beds,5 beds,672,"1510 W Mallory Ave, Milwaukee, WI 53221"
"$288,000",4 beds,4 beds,"5,662","4151 N 46th St, Milwaukee, WI 53216"
"$175,000",5 beds,5 beds,672,"1007 S 31st St, Milwaukee, WI 53215"
"$1,995,000",2 beds,2 beds,"7,405","825 N Prospect Ave #2502, Milwaukee, WI 53202"
"$195,000",4 beds,4 beds,672,"3147 N Julia St, Milwaukee, WI 53212"
"$245,000",5 beds,5 beds,"9,147","706 S 34th St Unit 706A, Milwaukee, WI 53215"
"$107,500",6 beds,6 beds,672,"2655 N 39th St #2657, Milwaukee, WI 53210"
"$189,900",4 beds,4 beds,"6,098","2950 N 61st St, Milwaukee, WI 53210"
"$114,900",2 beds,2 beds,"2,000","5711 N 60th St, Milwaukee, WI 53218"
"$114,900",2 beds,2 beds,0.33,"5738 N 61st St, Milwaukee, WI 53218"
"$114,900",2 beds,2 beds,"3,425","5725 N 60th St, Milwaukee, WI 53218"
"$114,900",2 beds,2 beds,"4,791","6127 W Carmen Ave, Milwaukee, WI 53218"
"$114,900",2 beds,2 beds,"1,077","5713 N 61st St, Milwaukee, WI 53218"
"$114,900",2 beds,2 beds,"3,920","5718 N 61st St, Milwaukee, WI 53218"
"$114,900",2 beds,2 beds,"3,645","5750 N 62nd St, Milwaukee, WI 53218"
