price,rooms,baths,square_feet,address
"$624,900",3 beds,3 beds,"6,098","2310 Malaga Peak St, Las Vegas, NV 89135"
"$285,000",2 beds,2 beds,"1,816","7950 W Flamingo Rd #1105, Las Vegas, NV 89147"
"$185,000",1 bed,1 bed,"3,920","5244 Mandalay Springs Dr #104, Las Vegas, NV 89120"
"$210,000",2 beds,2 beds,774,"5650 E Sahara Ave #1062, Las Vegas, NV 89142"
"$1,100,000",3 beds,3 beds,"3,112","5434 Pendini Point Ct, Las Vegas, NV 89141"
"$400,000",4 beds,4 beds,"1,307","248 Spencer St, Las Vegas, NV 89101"
"$695,000",4 beds,4 beds,"1,977","8425 Skye Crossing St, Las Vegas, NV 89166"
"$399,000",2 beds,2 beds,"9,148","150 Las Vegas Blvd #818, Las Vegas, NV 89101"
"$240,000",2 beds,2 beds,"1,530","5650 E Sahara Ave #2017, Las Vegas, NV 89142"
"$264,500",2 beds,2 beds,"1,307","7950 W Flamingo Rd #1143, Las Vegas, NV 89147"
"$195,000",— beds,— beds,"1,962","Harrison Ave, Las Vegas, NV 89106"
"$225,000",— beds,— beds,"3,485","Champion Rd, Las Vegas, NV 89124"
"$330,000",— beds,— beds,"1,023","8175 Arville St #210, Las Vegas, NV 89139"
"$85,000",— beds,— beds,697,"6088 Mount Mckinley Ave, Las Vegas, NV 89156"
"$95,000",— beds,— beds,958,"6240 Yellowstone Ave, Las Vegas, NV 89156"
"$359,000",— beds,— beds,"3,073","Los Feliz, Las Vegas, NV 89110"
"$339,000",— beds,— beds,0.29,"7360 Bachelors Button Dr, Las Vegas, NV 89131"
"$104,900",— beds,— beds,"1,489","130 Wind Drift, Las Vegas, NV 89124"
